1616035442115	162.405129	-57.184092	-129.145669
1616035442209	157.481679	-78.214067	-118.925975
1616035442303	162.802384	-58.816498	-124.799559
1616035442397	163.038243	-55.073401	-126.309141
1616035442491	155.750298	-65.076786	-126.602643
1616035442585	155.723871	-76.252368	-108.064739
1616035442679	157.26261	-68.980199	-131.286055
1616035442773	162.908459	-62.588256	-134.633989
1616035442867	152.786667	-59.488604	-109.449263
1616035442955	157.227609	-75.80168	-140.940587
1616035443049	163.599079	-58.388569	-127.695217
1616035443143	171.390618	-80.850482	-126.149483
1616035443237	156.116622	-68.4398	-111.969794
1616035443331	164.640404	-71.588739	-131.467778
1616035443425	165.941922	-64.313958	-119.172663
1616035443519	154.835131	-74.119033	-130.848767
1616035443613	167.421086	-77.561503	-127.889689
1616035443707	155.892371	-58.790355	-134.898078
1616035443801	159.597615	-77.487498	-139.171152
1616035443895	151.165493	-68.02049	-119.199792
1616035443989	155.408951	-82.943399	-120.68026
1616035444083	156.709079	-64.207854	-120.589516
1616035444172	162.853062	-44.764217	-115.167999
1616035444266	156.973474	-67.10099	-109.804365
1616035444360	163.953531	-66.441408	-104.759783
1616035444454	160.958978	-76.583343	-148.769703
1616035444548	161.371638	-60.488016	-123.65826
1616035444642	155.032178	-61.091918	-129.869843
1616035444736	160.34535	-75.891944	-120.618445
1616035444830	153.632644	-66.219425	-117.93593
1616035444924	161.674959	-79.644705	-121.698261
1616035445018	161.31904	-77.77229	-116.089082
1616035445112	156.962005	-56.018736	-146.500187
1616035445206	160.709969	-70.92975	-119.096005
1616035445300	159.570399	-72.040897	-109.350411
1616035445398	156.934258	-82.159845	-115.071383
1616035445493	160.198675	-59.232547	-136.395648
1616035445588	169.423643	-82.710919	-133.57922
1616035445683	165.965469	-74.128284	-111.390121
1616035445778	159.38101	-67.710632	-124.667721
1616035445873	160.710282	-73.743026	-120.168013
1616035445968	165.256022	-73.166396	-96.868134
1616035446063	160.427532	-87.88842	-125.96017
1616035446158	156.736336	-53.890014	-115.489613
1616035446253	157.781195	-68.769304	-114.726144
1616035446348	160.393799	-49.171053	-109.78154
1616035446443	155.417604	-72.268662	-111.929096
1616035446538	159.551874	-75.683874	-111.924911
1616035446638	160.393388	-69.389098	-133.356025
1616035446730	158.928585	-73.514701	-104.526028
1616035446822	166.569903	-59.574371	-134.865932
1616035446914	152.62404	-81.032383	-118.840849
1616035447006	154.598287	-61.064619	-124.85463
1616035447098	153.880856	-64.591069	-110.148136
1616035447190	152.356064	-69.426715	-136.275148
1616035447282	150.674884	-62.606562	-129.294838
1616035447374	153.733113	-69.010283	-120.481279
1616035447466	156.422805	-81.071471	-120.689547
1616035447558	167.061504	-61.709693	-137.529198
1616035447650	166.248771	-64.341755	-120.467822
1616035447742	159.552016	-73.215191	-106.822137
1616035447834	152.839305	-52.714238	-115.177816
1616035447928	148.268719	-63.853548	-113.532029
1616035448022	158.088407	-57.868309	-132.189797
1616035448116	156.91739	-73.860936	-137.692478
1616035448210	154.580476	-70.416563	-128.637765
1616035448304	158.245168	-80.315091	-133.320818
1616035448398	173.727576	-67.65811	-119.344836
